Name,BVN,Age,Occupation,LoanAmount,AnnualIncome,MonthlyNetSalary,InterestRate,NumberOfLoan,NumberOfDelayedPayment,OutstandingDebt,MonthsOfCreditHistory,PaymentOfMinimumAmount,MonthlyInstallmentAmount,AmountInvestedMonthly,MonthlyBalance
Deborahp,#N/A,46,Entrepreneur,622.63,25608.99,1944.08,8,3,17,238.44,349,1,50.16,60.22,334.03
Deborahp,#N/A,46,Entrepreneur,619.85,25608.99,1944.08,8,3,18,238.44,352,1,50.16,63.01,331.25
Woodalle,#N/A,15,Manager,4397.89,59931.4,4828.28,20,9,17,3776.3,21,1,390.85,121.24,230.74
Alistairj,#N/A,41,Entrepreneur,2220.26,80756.36,6937.7,7,3,4,1356.82,353,0,189.17,70.33,674.27
Baertleinx,#N/A,35,Scientist,1990.96,94120.35,8083.36,4,3,9,1175.31,242,0,219.7,252.68,595.95
Jilian Mincerb,#N/A,35,Writer,2469.01,125062.92,10250.91,11,1,9,1424.96,249,0,73.98,241.04,970.07
Tetsushi Kajimotoj,#N/A,29,Mechanic,1745.77,112302.04,9220.5,6,3,12,734.94,359,0,269.76,151.22,741.07
Karen Freifeldv,#N/A,25,Developer,2341.24,89531.94,7228,8,1,16,1471.5,266,1,44.14,103.06,825.6
Karen Freifeldv,#N/A,26,Developer,2296.61,89531.94,7228,8,1,13,1471.5,268,1,44.14,137.69,780.97
David Adamsa,#N/A,19,Entrepreneur,1071.86,169789.52,14355.13,10,3,1,406.94,376,0,256.07,1050.59,408.85
David Adamsa,#N/A,19,Entrepreneur,77239.61,169789.52,14355.13,10,3,1,406.94,377,0,75864,470.78,968.67
Polansekx,#N/A,28,Entrepreneur,1645.05,7252.07,530.34,24,3,25,1345.66,210,1,16.28,13.64,283.11
David Henryh,76713259752,50,Writer,1104.01,15603.42,1458.28,7,3,0,783.82,221,0,33.84,105.64,286.35
David Henryh,76713259752,50,Writer,1087.7,21803242,1458.28,7,3,2,783.82,223,0,33.84,131.95,270.04
David Henryh,76713259752,50,Writer,1143.13,15603.42,1458.28,7,3,2,783.82,225,0,33.84,76.52,325.47
Nate Raymondj,92037355156,34,Scientist,1974.77,73961.12,5950.43,17,9,24,1308.52,86,1,392.11,178.8,274.14
Nate Raymondj,92037355156,35,Scientist,1852.31,73961.12,5950.43,17,9,24,1308.52,92,1,392.11,341.25,151.68
Nate Raymondj,92037355156,35,Scientist,1792.77,73961.12,5950.43,17,9,24,1308.52,93,1,392.11,400.79,92.14
Soyounga,#N/A,41,Media_Manager,2257.99,15137.3,1303.44,32,6,13,1896.03,206,1,59.76,18.38,302.2
Soyounga,#N/A,41,Media_Manager,2222.06,15137.3,1303.44,32,6,12,1896.03,207,1,59.76,54.31,266.27
Devittg,#N/A,35,Entrepreneur,3428.85,17156.79,1216.73,24,9,20,3115.82,78,1,85.87,98.65,227.16
Devittg,#N/A,36,Entrepreneur,3431.44,17156.79,1216.73,24,9,17,3115.82,82,1,85.87,96.05,229.75
Jan Strupczewskiy,#N/A,22,Media_Manager,1887.2,73543.18,6038.6,11,0,12,1090.21,203,1,0,46.87,796.99
Jan Strupczewskiy,#N/A,22,Media_Manager,1704.81,73543.18,6038.6,11,0,14,1090.21,206,1,0,249.26,614.6
Jan Strupczewskiy,#N/A,22,Media_Manager,1705.53,73543.18,6038.6,11,0,12,1090.21,207,1,0,278.54,615.32
Jonathan Stempelf,#N/A,17,Engineer,2356.47,20341.77,1604.15,22,2,17,1982.38,217,1,31.27,36.33,342.82
Jonathan Stempelf,#N/A,17,Engineer,2258.79,20341.77,1604.15,22,2,18,1982.38,218,1,31.27,164,245.14
Jonathan Stempelf,#N/A,17,Engineer,2288.07,20341.77,1604.15,22,2,18,1982.38,219,1,31.27,134.73,274.42
Jonathan Stempelf,#N/A,18,Engineer,2221.66,20341.77,1604.15,22,2,18,1982.38,224,1,31.27,211.14,208.01
Alexa,#N/A,31,Teacher,1212.04,17680.69,1449.39,9,4,12,887.98,309,1,31.69,90.88,292.37
Alexa,#N/A,31,Teacher,1197.53,17680.69,1449.39,9,4,12,887.98,310,1,31.69,125.39,277.86
Laurend,#N/A,43,Entrepreneur,1450.81,52487.14,4134.93,8,3,16,1132.46,206,1,103.12,365.14,215.23
Laurend,#N/A,44,Entrepreneur,1532.22,52487.14,4134.93,8,3,18,1132.46,212,1,103.12,273.73,296.64
Jeanine Preziosoh,#N/A,28,Architect,1828.7,66823.88,5499.66,19,0,10,1107.66,239,1,0,78.92,721.04
Jeanine Preziosoh,#N/A,29,Architect,1687.77,66823.88,5499.66,19,0,13,1107.66,242,1,0,239.85,580.11
Amy,#N/A,26,Scientist,3427.68,19543.05,1640.59,16,5,16,3087.45,164,1,71.22,83.83,269.01
Amy,#N/A,26,Scientist,3399.52,19543.05,1640.59,16,5,15,3087.45,165,1,71.22,141.99,240.85
Patrane,#N/A,33,Manager,1580.83,35611.71,3255.64,2,0,9,1092.47,282,0,0,87.21,488.36
Patrane,#N/A,33,Manager,1613.66,35611.71,3255.64,2,0,10,1092.47,284,0,0,54.37,521.19
Patrane,#N/A,34,Manager,1572.27,35611.71,3255.64,2,0,175,1092.47,285,0,0,95.76,479.8
Davidj,#N/A,19,Architect,3041.6,54834.69,4508.56,22,6,13,2470.61,113,1,258.86,129.86,312.13
Davidj,#N/A,20,Architect,3050.46,54834.69,4508.56,22,6,17,2470.61,116,1,258.86,111,320.99
Holtonq,#N/A,37,Manager,2952.42,40027.94,3462.66,18,4,12,2429.76,134,1,78.12,63.61,444.54
Walterk,#N/A,43,Musician,1635.36,14656.41,1024.37,15,5,20,1328.53,90,1,39.2,85.61,267.63
Walterk,#N/A,44,Musician,1672.88,14656.41,1024.37,15,5,20,1328.53,95,1,39.2,38.09,305.15
Martinnez,#N/A,27,Scientist,1722.79,32466.18,2769.52,32,7,17,1339.97,63,1,187.68,154.14,195.14
Martinnez,#N/A,27,Scientist,1816.46,32466.18,2769.52,32,7,17,1339.97,64,1,187.68,70.47,288.81
Martinnez,#N/A,27,Scientist,1834.38,32466.18,2769.52,32,7,16,1339.97,66,1,187.68,32.55,306.73
Aruna Viswanathae,#N/A,51,Accountant,1912.64,97787.46,8438.95,12,3,11,1122.78,278,0,143.58,314.04,646.28
Martinneb,#N/A,17,Musician,1191.37,72817.88,6364.16,18,1,18,717.37,209,1,46.56,432.42,427.44
Martinneb,#N/A,17,Musician,1436.8,72817.88,6364.16,18,1,21,717.37,212,1,46.56,196.99,672.87
Martinneb,#N/A,17,Musician,4793,72817.88,6364.16,18,1,18,717.37,213,1,3316,70.23,759.63
Martinneb,#N/A,17,Musician,1538.94,72817.88,6364.16,18,1,21,717.37,215,1,46.56,54.85,775.01
Andreak,#N/A,19,Accountant,2789.65,7845.8,618.82,27,6,22,2517.66,70,1,19.99,79.89,252
Ferreira-Marqueso,#N/A,23,Writer,1714.54,7377.22,424.77,18,7,22,1418.65,72,1,26.57,36.59,269.32
Ferreira-Marqueso,#N/A,23,Writer,1694.67,7377.22,424.77,18,7,22,1418.65,75,1,26.57,26.46,249.45
Rosemarie Franciscob,#N/A,33,Journalist,2088.96,77885.6,6525.47,20,6,17,1290.19,235,0,310.25,93.77,488.52
Rosemarie Franciscob,#N/A,34,Journalist,2017.93,77885.6,6525.47,20,6,17,1290.19,238,1,310.25,174.81,417.49
Jan Harveyt,#N/A,16,Media_Manager,2325.39,105910.08,8876.84,18,3,17,1300.88,118,1,241.79,103.17,782.72
Deyy,#N/A,16,Media_Manager,1985.05,66377.52,5770.46,17,4,20,1450.51,271,1,199.46,302.5,335.08
Deyy,#N/A,16,Media_Manager,1666.56,66377.52,5770.46,17,4,20,1450.51,273,1,199.46,650.99,16.59
Deyy,#N/A,16,Media_Manager,2103.28,66377.52,5770.46,17,4,17,1450.51,274,1,199.46,204.28,453.31
Deyy,#N/A,16,Media_Manager,2082.19,66377.52,5770.46,17,4,20,1450.51,277,1,199.46,195.36,432.22
Norihikov,#N/A,38,Engineer,801.45,63824.07,5383.67,18,1,8,190.26,238,1,27.32,177.18,583.87
er Davids,#N/A,19,Architect,1045.81,34361.32,2721.44,11,3,13,654.33,274,0,57.04,170.66,334.44
er Davids,#N/A,19,Architect,984,34361.32,2721.44,11,3,12,654.33,277,1,57.04,212.48,272.63
er Davids,#N/A,19,Architect,916.17,34361.32,2721.44,11,3,13,654.33,279,0,57.04,300.3,204.8
er Davids,#N/A,19,Architect,1025.33,34361.32,2721.44,11,3,13,654.33,280,1,57.04,191.14,313.96
Deepa Seetharamanm,#N/A,43,Teacher,1056.05,19656.51,1672.04,5,4,17,786.15,128,1,48.69,187.3,221.21
Deepa Seetharamanm,#N/A,43,Teacher,1177.64,19656.51,1672.04,5,4,16,786.15,130,1,48.69,35.72,342.8
Deepa Seetharamanm,#N/A,43,Teacher,1178.88,19656.51,1672.04,5,4,17,786.15,131,1,48.69,24.47,344.04
Deepa Seetharamanm,#N/A,43,Teacher,1099.09,19656.51,1672.04,5,4,16,786.15,132,0,48.69,124.27,264.25
Deepa Seetharamanm,#N/A,44,Teacher,1142.53,19656.51,1672.04,5,4,20,786.15,134,1,48.69,90.83,307.69
Ronaldl,#N/A,19,Manager,1098.65,35650.02,2696.84,20,2,19,770.37,238,1,37.83,221.41,290.45
Ronaldl,#N/A,19,Manager,1192.22,35650.02,2696.84,20,2,19,770.37,240,1,37.83,127.83,384.02
Ronaldl,#N/A,19,Manager,989.26,35650.02,2696.84,20,2,22,770.37,241,1,37.83,340.8,181.06
Ronaldl,#N/A,20,Manager,1167.35,35650.02,2696.84,20,2,19,770.37,242,1,37.83,162.7,359.15
Ronaldl,#N/A,20,Manager,1213.91,35650.02,2696.84,20,2,17,770.37,245,1,37.83,76.14,405.71
Gerry Shihq,#N/A,43,Entrepreneur,2106.16,70137,5830.75,17,1,7,1416.96,320,1,45.6,133.88,643.6
Sophie Sassardu,#N/A,34,Developer,410.09,36539.18,3261.93,11,0,1,15.03,212,0,0,221.13,395.06
Jessica Wohlt,#N/A,27,Doctor,1626.77,79649.31,6358.44,9,3,14,821.35,327,0,126.26,80.42,679.16
Jessica Wohlt,#N/A,27,Doctor,1620.2,79649.31,6358.44,9,3,14,821.35,328,0,126.26,86.99,672.59
Jessica Wohlt,#N/A,28,Doctor,1621.05,79649.31,6358.44,9,3,17,821.35,332,0,126.26,86.14,673.44
Pav Jordanw,#N/A,27,Writer,845.27,35413.43,2860.12,6,3,12,381.28,390,1,67.25,92.02,396.74
Pav Jordanw,#N/A,28,Writer,830.05,35413.43,2860.12,6,3,9,381.28,392,1,67.25,117.24,381.52
Pav Jordanw,#N/A,28,Writer,694.98,35413.43,2860.12,6,3,12,381.28,393,1,67.25,252.31,246.45
Martinnef,#N/A,22,Accountant,691.71,32507.76,2918.98,10,3,16,384.04,221,1,53.12,254.22,254.55
Martinnef,#N/A,22,Accountant,841.73,32507.76,2918.98,10,3,14,384.04,226,1,53.12,74.21,404.57
Martinnef,#N/A,23,Accountant,40954.41,32507.76,2918.98,10,3,14,384.04,228,1,40136,74.4,434.37
Menonv,#N/A,39,Teacher,5615.85,60682.11,5179.84,23,5,22,4899.87,106,0,195.45,42,520.53
Timothyl,#N/A,42,Lawyer,1683.71,35469.72,2833.81,10,0,13,1266.34,374,0,0,156.01,417.37
Sarahm,#N/A,24,Engineer,1142.01,33475.63,3033.64,16,0,13,666.72,271,1,0,78.08,475.29
Sarahm,#N/A,24,Engineer,1139.67,33475.63,3033.64,16,0,16,666.72,272,1,0,70.41,472.95
Sarah Mortimerr,#N/A,48,Mechanic,2207.83,125788.8,10621.4,4,1,162,1454.08,301,0,64.06,588.39,689.69
Sarah Mortimerr,#N/A,48,Mechanic,2408.63,125788.8,10621.4,4,1,9,1454.08,305,0,64.06,357.59,890.49
Ljunggreng,#N/A,42,Accountant,1257.02,52395.84,4278.32,6,4,18,774.35,370,0,108.54,225.16,374.13
Ljunggreng,#N/A,42,Accountant,1398.06,52395.84,4278.32,6,4,18,774.35,372,0,108.54,44.11,515.17
Ljunggreng,#N/A,42,Accountant,1349.82,52395.84,4278.32,6,4,18,774.35,374,0,108.54,92.36,466.93
Ljunggreng,#N/A,42,Accountant,1385.61,52395.84,4278.32,6,4,18,774.35,375,0,108.54,56.57,502.72
Ljunggreng,#N/A,42,Accountant,964.88,52395.84,4278.32,6,4,18,774.35,376,0,108.54,527.3,81.99
Alwyn Scottm,#N/A,45,Scientist,3247.6,62877.92,5071.83,21,3,14,2698.89,150,1,95.2,208.47,453.51
Alwyn Scottm,#N/A,45,Scientist,3162.1,62877.92,5071.83,21,3,14,2698.89,151,1,95.2,323.96,368.01
Alexu,#N/A,23,Teacher,659.66,114826.56,9280.88,4,3,1,202.11,256,0,226.86,750.54,230.69
Shalal-Esap,#N/A,23,Journalist,567.57,32486.64,2497.22,8,3,10,242.96,216,1,51.1,215.12,273.51
Shalal-Esap,#N/A,24,Journalist,501.86,32486.64,2497.22,8,3,10,242.96,219,1,51.1,280.82,207.8
Shalal-Esap,#N/A,24,Journalist,37738.02,32486.64,2497.22,8,3,11,242.96,221,1,37250,223.57,245.06
Martinne Gellerp,#N/A,34,Writer,553.41,23336.97,1744.75,20,1,21,276.17,250,0,17.02,187.23,260.22
Vidya Ranganathanz,#N/A,17,Scientist,1963.69,15274.54,1075.88,15,5,25,1628.88,116,1,35.39,62.78,299.42
Vidya Ranganathanz,#N/A,17,Scientist,2009.61,15274.54,1001.23,15,5,22,1628.88,117,1,110.04,61.51,270.69
Christiaan Hetznerv,#N/A,29,Architect,3165.42,20278.79,1898.9,30,9,25,2787.7,85,1,118.73,102.17,258.99
Christiaan Hetznerv,#N/A,29,Architect,3141.52,20278.79,1898.9,30,9,25,2787.7,86,1,118.73,96.07,235.09
Christiaan Hetznerv,#N/A,29,Architect,3133.6,20278.79,1898.9,30,9,27,2787.7,87,1,118.73,103.99,227.17
Christiaan Hetznerv,#N/A,30,Architect,3110.09,20278.79,1898.9,30,9,25,2787.7,90,1,118.73,157.5,203.66
Christiaan Hetznerv,#N/A,30,Architect,3162.77,20278.79,1898.9,30,9,25,2787.7,92,1,118.73,84.82,256.34
Stephen Eisenhammerl,#N/A,40,Mechanic,2343.02,116014.8,9907.9,2,3,2834,1271.05,197,0,267.53,158.82,804.44
Stephen Eisenhammerl,#N/A,40,Mechanic,2384.24,116014.8,9907.9,2,3,6,1271.05,198,0,267.53,127.6,845.66
Stephen Eisenhammerl,#N/A,41,Mechanic,2210.43,116014.8,9907.9,2,3,4,1271.05,202,0,267.53,311.41,671.85
Stephen Eisenhammerl,#N/A,41,Mechanic,2264.75,116014.8,9907.9,2,3,4,1271.05,203,0,267.53,247.09,726.17
enf,#N/A,33,Media_Manager,637.27,113637.69,9620.81,4,2,8,23.94,362,0,139.97,608.75,473.36
enf,#N/A,33,Media_Manager,885.89,113637.69,9620.81,4,2,8,23.94,363,0,139.97,350.13,721.98
enf,#N/A,33,Media_Manager,545.71,113637.69,9620.81,4,2,10,23.94,365,0,139.97,710.31,381.8
Fletcherj,#N/A,26,Mechanic,5262.46,7744.31,670.36,24,6,25,4952.14,18,1,25.56,16.71,284.76
Fletcherj,#N/A,26,Mechanic,5260.57,7744.31,670.36,24,6,21,4952.14,22,1,25.56,48.6,282.87
Fletcherj,#N/A,26,Mechanic,5219.78,7744.31,670.36,24,6,23,4952.14,23,0,25.56,89.39,242.08
Atossai,#N/A,35,Musician,3375.51,9106.91,892.91,19,8,21,3030.75,3,1,46.58,34.52,298.18
Jamesv,#N/A,41,Entrepreneur,3858.85,56213.84,4955.49,26,5,19,3626.94,51,1,120.16,553.64,111.75
Soyoungr,#N/A,32,Musician,4415.02,35843.92,3005.99,34,6,16,3901.4,29,1,156.67,36.98,356.95
Pedro Nicolacid,#N/A,51,Media_Manager,422.07,9743.51,829.96,8,2,19,142.19,290,0,16.04,83.12,263.84
Dmitryo,#N/A,40,Developer,1007.28,20934.49,1619.54,7,7,16,637.11,183,1,85.94,81.78,284.23
Dmitryo,#N/A,40,Developer,1012.71,20934.49,1619.54,7,7,14,637.11,188,1,85.94,26.35,289.66
Lesley Wroughtonw,#N/A,23,Lawyer,1619.64,36446.72,3193.23,16,3,17,1367.36,311,1,53.27,357.05,199.01
Lesley Wroughtonw,#N/A,23,Lawyer,1813.21,36446.72,3193.23,16,3,18,1367.36,314,1,53.27,153.47,392.58
Terrya,#N/A,46,Developer,1057.14,44611.39,3823.62,7,1,4,841.62,317,0,28.96,456.84,186.56
Terrya,#N/A,46,Developer,1423.71,44611.39,3823.62,7,1,4,841.62,321,0,28.96,50.27,553.13
Tom Bergina,#N/A,29,Engineer,4997.03,15060.02,1283,34,9,15,4687.35,68,1,59.25,108.63,250.43
Tom Bergina,#N/A,29,Engineer,5051.36,22644332,1283,34,9,18,4687.35,70,0,59.25,44.29,304.76
Tom Bergina,#N/A,30,Engineer,5023.99,15060.02,1283,34,9,18,4687.35,74,1,59.25,31.67,277.39
Paulp,#N/A,43,Lawyer,2330.74,17276.8,1584.73,34,3,8,1980,213,1,23.9,97.74,326.84
Paulp,#N/A,43,Lawyer,2322.52,17276.8,1584.73,34,3,9,1980,220,1,23.9,105.96,318.62
Christiaanf,#N/A,37,Developer,1486.74,11911.72,917.64,11,6,17,1147.49,90,1,33.12,42.52,306.13
Maloner,#N/A,23,Musician,4272.66,37999.06,2933.59,26,6,24,3783.59,15,1,153.99,54.29,335.08
Maloner,#N/A,23,Musician,50876.15,37999.06,2933.59,26,6,25,3783.59,18,1,46864,190.81,228.56
Dahanf,#N/A,44,Journalist,1830.83,7200.86,373.07,12,6,8,1528.69,201,1,28.01,15.17,274.13
Dahanf,#N/A,44,Journalist,1803.11,7200.86,373.07,12,6,8,1528.69,202,1,28.01,0,246.41
Dahanf,#N/A,45,Journalist,1839.55,7200.86,373.07,12,6,9,1528.69,205,1,28.01,16.45,282.85
Jonathan Saulg,#N/A,37,Musician,1831.59,17818.53,1354.14,11,2,9,1452.64,290,0,103.3,130.88,275.65
Nate Raymondp,#N/A,32,Media_Manager,831.18,84845.48,7187.46,10,3,10,5.28,291,0,137.01,142.85,688.89
Nate Raymondp,#N/A,33,Media_Manager,857.44,84845.48,7187.46,10,3,10,5.28,298,0,137.01,116.59,715.15
Laurenu,#N/A,28,Lawyer,2704.73,73995.12,6043.26,15,4,13,1933.79,145,1,190.91,83.39,580.03
Laurenu,#N/A,28,Lawyer,2541.38,73995.12,6043.26,15,4,13,1933.79,146,1,190.91,256.74,416.68
Wickhamw,#N/A,24,Teacher,2129.62,84120.45,7031.04,8,3,1,1317.56,228,0,136.28,131.04,675.78
Luv,#N/A,38,Accountant,1582.95,58510.3,4967.86,12,0,11,984.82,209,0,0,188.66,598.13
Luv,#N/A,38,Accountant,1521.87,58510.3,4967.86,12,0,11,984.82,212,0,0,239.74,537.05
Luv,#N/A,39,Accountant,1644.02,58510.3,4967.86,12,0,11,984.82,215,0,0,97.58,659.2
Kimd,#N/A,25,Lawyer,1611.75,129903,10705.25,8,2,8,585.74,194,0,170.01,324.51,856
Kimd,#N/A,25,Lawyer,1441.67,129903,10705.25,8,2,8,585.74,195,0,170.01,474.59,685.92
Kimd,#N/A,25,Lawyer,1756.85,129903,10705.25,8,2,8,585.74,200,0,170.01,139.41,1001.1
Herbert Lasho,#N/A,23,Mechanic,1811.06,16579.55,1485.63,12,2,12,1467.16,237,1,16.95,54.66,326.95
Lisa Juccai,#N/A,21,Accountant,77996.65,88275.18,7607.27,7,2,11,141.75,281,1,77845,900.25,9.9
Lisa Juccai,#N/A,21,Accountant,786.66,88275.18,7607.27,7,2,7,141.75,282,1,140.57,385.81,504.34
Lisa Juccai,#N/A,21,Accountant,1047.37,88275.18,7607.27,7,2,6,141.75,283,1,140.57,95.11,765.05
Lesleyc,#N/A,46,Entrepreneur,1840.28,31104.32,2871.03,12,1,14,1354,371,0,22.69,40.83,463.59
Arunar,#N/A,54,Media_Manager,1228.17,31866.94,2900.58,8,0,6,879.74,348,0,0,231.63,348.43
Arunar,#N/A,55,Media_Manager,1338.92,31866.94,2900.58,8,0,6,879.74,351,0,0,70.88,459.18
Alexe,#N/A,22,Media_Manager,522.29,19071.34,1690.26,17,2,19,118.72,372,0,203.67,252.37,199.9
Alexe,#N/A,22,Media_Manager,654.85,19071.34,1690.26,17,2,19,118.72,373,0,203.67,119.81,332.46
Wrightz,#N/A,28,Writer,1762.38,22713.82,1619.82,16,2,13,1410.54,208,1,19.37,100.14,332.47
Wrightz,#N/A,28,Writer,1742.01,22713.82,1619.82,16,2,13,1410.54,209,1,19.37,90.51,312.1
Wrightz,#N/A,28,Writer,1754.04,22713.82,1619.82,16,2,15,1410.54,210,1,19.37,78.48,324.13
Sarah McBrideo,#N/A,22,Entrepreneur,2312.34,93293.13,7807.43,2,4,11,1448.6,296,0,156.21,157,707.53
Sarah McBrideo,#N/A,22,Entrepreneur,2265.59,93293.13,7807.43,2,4,10,1448.6,299,0,156.21,243.75,660.78
Sarah McBrideo,#N/A,22,Entrepreneur,1905.63,93293.13,7807.43,2,4,10,1448.6,300,0,156.21,603.71,300.82
David Gaffenk,#N/A,31,Teacher,3126.83,75816.52,6291.04,22,5,24,2555.9,68,1,158.16,348.17,412.77
David Gaffenk,#N/A,31,Teacher,3356.69,75816.52,6291.04,22,5,24,2555.9,69,1,158.16,68.31,642.63
David Gaffenk,#N/A,32,Teacher,3053.41,75816.52,6291.04,22,5,24,2555.9,70,1,158.16,411.6,339.35
David Gaffenk,#N/A,32,Teacher,3067.65,75816.52,6291.04,22,5,22,2555.9,71,1,158.16,407.35,353.59
David Gaffenk,#N/A,32,Teacher,2791.75,75816.52,6291.04,22,5,24,2555.9,73,1,158.16,683.25,77.69
Eva Kuehnenu,#N/A,28,Teacher,1907.39,131091.6,10947.3,12,0,18,815.12,230,0,0,262.46,1092.27
Eva Kuehnenu,#N/A,28,Teacher,1387.36,131091.6,10947.3,12,0,19,815.12,234,0,0,802.49,572.24
Eva Kuehnenu,#N/A,28,Teacher,1826.36,131091.6,10947.3,12,0,17,815.12,236,0,0,333.49,1011.24
Denny Thomasz,#N/A,37,Media_Manager,1644.77,130220.08,11141.67,14,3,14,410.1,354,1,245.92,119.49,988.75
Denny Thomasz,#N/A,37,Media_Manager,788.48,130220.08,11141.67,14,3,16,410.1,358,1,245.92,1015.79,132.46
Denny Thomasz,#N/A,37,Media_Manager,1511.9,130220.08,11141.67,14,3,17,410.1,359,1,245.92,282.36,855.88
Lu Jianxina,#N/A,38,Entrepreneur,2326.37,169339.88,13931.66,9,3,4,1163.93,309,0,343.19,510.73,819.25
Lu Jianxina,#N/A,38,Entrepreneur,1756.56,169339.88,13931.66,9,3,9,1163.93,310,0,343.19,1070.53,249.44
Kyle Petersonm,#N/A,27,Entrepreneur,1847.6,16674.01,1342.5,5,1,7,1471.88,191,0,13.63,48.53,362.09
Kyle Petersonm,#N/A,28,Entrepreneur,1823.3,16674.01,1342.5,5,1,7,1471.88,195,0,13.63,32.83,337.79
Billp,#N/A,14,Developer,1878.56,51580.68,4139.39,10,6,8,1475.3,238,1,219.31,300.68,183.95
Osamus,#N/A,41,Accountant,1878.47,64692.9,5643.08,12,0,9,1267.96,184,0,0,203.8,610.51
Osamus,#N/A,41,Accountant,1996.9,64692.9,5357.78,12,0,10,1267.96,190,0,285.3,380.67,443.64
Kimu,#N/A,16,Writer,948.33,36863.79,2743.67,6,6,15,441.29,96,1,238.22,69.27,268.82
Kimu,#N/A,17,Writer,781.37,36863.79,2743.67,6,6,18,441.29,99,1,238.22,286.23,101.86
Koltrowitzz,#N/A,33,Lawyer,503.28,16740.1,1293.01,2,2,9,218.19,200,0,14.84,114.21,270.25
Ann Saphiru,#N/A,17,Doctor,5070.17,19761.79,1763.82,31,5,24,4670.92,46,0,42.08,67.13,357.17
Ann Saphiru,#N/A,17,Doctor,4953.84,19761.79,1763.82,31,5,23,4670.92,48,1,42.08,183.46,240.84
Ann Saphiru,#N/A,17,Doctor,5036.9,19761.79,1763.82,31,5,24,4670.92,49,1,42.08,90.4,323.9
Ann Saphiru,#N/A,17,Doctor,4996.77,19761.79,1763.82,31,5,23,4670.92,51,0,42.08,120.53,283.77
renton Cordeiror,#N/A,27,Musician,886.27,44608.21,3574.35,10,0,13,648.02,381,0,0,409.18,238.25
renton Cordeiror,#N/A,27,Musician,966.56,44608.21,3574.35,10,0,12,648.02,384,0,0,318.9,318.54
Christiaan Hetzners,#N/A,20,Mechanic,1343.76,35093.6,2969.47,19,0,8,916.22,373,1,0,139.4,427.54
Christiaan Hetzners,#N/A,20,Mechanic,1211.14,35093.6,2969.47,19,0,8,916.22,375,1,0,282.03,294.92
Arakali Aradhanag,#N/A,43,Musician,549.84,17060.71,1685.73,11,4,8,268.81,266,1,51.93,177.53,229.1
Arakali Aradhanag,#N/A,43,Musician,573.34,17060.71,1685.73,11,4,5,268.81,268,0,51.93,154.04,252.6
Arakali Aradhanag,#N/A,44,Musician,652.29,17060.71,1685.73,11,4,8,268.81,271,1,51.93,25.09,331.55
Johng,#N/A,46,Journalist,1581.34,39459.88,3530.32,1,2,0,1253.88,291,0,50.77,315.57,276.69
Johng,#N/A,46,Journalist,1726.94,39459.88,3530.32,1,2,0,1253.88,296,0,50.77,169.97,422.29
Jasonx,#N/A,19,Journalist,1296.81,100809.78,8439.82,12,3,18,640.78,125,1,219.72,457.96,436.31
Jasonx,#N/A,19,Journalist,1190.32,100809.78,8439.82,12,3,17,640.78,126,1,219.72,554.45,329.82
Ryan Vlastelicaa,#N/A,14,Engineer,3579.88,16236.13,1142.01,21,5,18,3300.77,160,1,66.56,105.09,212.55
Ryan Vlastelicaa,#N/A,14,Engineer,3558.25,16236.13,1142.01,21,5,20,3300.77,167,1,66.56,146.72,190.92
Masona,#N/A,15,Developer,3117.31,9114.48,660.54,33,7,21,2823.42,82,0,30.08,12.16,263.81
Masona,#N/A,15,Developer,3127.87,9114.48,660.54,33,7,18,2823.42,83,0,30.08,11.6,274.37
Langef,#N/A,16,Manager,27542.32,14198.91,1099.24,6,6,18,603.87,100,1,26681,21.98,257.45
Langef,#N/A,16,Manager,943.73,14198.91,1099.24,6,6,18,603.87,103,1,70.5,30.06,269.36
Langef,#N/A,16,Manager,939.27,14198.91,1099.24,6,6,18,603.87,104,1,70.5,54.52,264.9
en Berkowitzi,81185444379,32,Media_Manager,1524.56,26520.9,2202.08,15,4,15,1182.19,234,1,57.14,157.84,285.23
Raoz,#N/A,27,Scientist,2542.4,157156.8,13050.4,9,0,7,1375.8,193,0,0,388.44,1166.6
Raoz,#N/A,27,Scientist,1975.84,157156.8,13050.4,9,0,7,1375.8,196,0,0,985,600.04
Angela Moone,#N/A,31,Manager,3691.52,7555.45,769.62,29,6,20,3371.11,108,1,33.8,16.55,286.61
Mutikanip,#N/A,47,Accountant,2065.36,91946.91,7553.24,12,4,16,1194.82,354,0,251.16,144.78,619.38
Mutikanip,#N/A,48,Accountant,1920.43,91946.91,7553.24,12,4,19,1194.82,358,1,251.16,299.71,474.45
Sarah McBrider,#N/A,44,Mechanic,1239.99,61970.82,4901.24,13,1,10,636.65,365,0,41.63,176.78,561.71
Matthewy,#N/A,41,Journalist,1490.35,26775.49,2408.29,7,1,19,1082.13,320,0,13.48,122.61,394.74
Matthewy,#N/A,42,Journalist,1460.66,26775.49,2408.29,7,1,19,1082.13,323,0,13.48,132.29,365.05
Silvia Aloisiq,59878060499,20,Media_Manager,1785.15,29741.12,2151.7,31,5,15,1284.84,208,1,253.25,177.26,247.06
Silvia Aloisiq,59878060499,20,Media_Manager,78884.75,29741.12,2151.7,31,5,14,1284.84,209,0,77407,231.41,192.91
Chrisv,#N/A,24,Mechanic,1858.87,39431.65,3447.97,2,1,1,1392.78,290,0,19.88,128.7,446.21
